bite_date,SpeciesIDDesc,BreedIDDesc,GenderIDDesc,main_color,color,vaccination_yrs,vaccination_date,victim_zip,AdvIssuedYNDesc,WhereBittenIDDesc,quarantine_date,DispositionIDDesc,head_sent_date,release_date,ResultsIDDesc
4/17/2011 00:00,DOG,,,,,,,40291,YES,BODY,,,,,
4/15/2011 00:00,DOG,,,BROWN,BRN-BLK,,,40258,YES,BODY,,,,,
4/17/2011 00:00,DOG,,,BLACK,BLK-WHITE,,,40219,YES,BODY,,,,,
4/16/2011 00:00,DOG,,MALE,BROWN,BROWN,1,7/1/2010 00:00,40272,NO,BODY,4/18/2011 00:00,,,,
4/14/2011 00:00,DOG,LABRADOR RETRIV,,BLACK,BLK-WHT,,,40219,NO,BODY,4/14/2011 00:00,,,,
4/14/2011 00:00,DOG,CHICHAUHUA,MALE,WHITE,WHITE-TAN,,,40216,NO,BODY,4/18/2011 00:00,,,,
4/10/2011 00:00,DOG,ROTTWEILER,MALE,BLACK,BLK-BRN,3,8/16/2009 00:00,40299,NO,BODY,4/18/2011 00:00,,,,
4/12/2011 00:00,DOG,,FEMALE,TAN,TAN,1,4/15/2011 00:00,40222,NO,BODY,4/18/2011 00:00,,,,
4/16/2011 00:00,DOG,,MALE,BLACK,BLK-TAN,1,2/14/2011 00:00,40222,NO,HEAD,4/18/2011 00:00,,,,
4/17/2011 00:00,DOG,,,,,,,40291,YES,BODY,,,,,
,DOG,,FEMALE,WHITE,WHITE-BRN,,,40210,NO,,4/20/2011 00:00,,,,
4/19/2011 00:00,DOG,CHOW CHOW,,,,,,40208,NO,HEAD,4/20/2011 00:00,,,,
4/19/2011 00:00,DOG,,MALE,BROWN,BRN-WHITE,,,40205,NO,BODY,4/20/2011 00:00,,,,
4/19/2011 00:00,CAT,,FEMALE,TRICOLOR,TRI,1,4/13/2011 00:00,40291,NO,BODY,4/20/2011 00:00,,,,
4/22/2011 00:00,DOG,,,,,,,40215,,HEAD,,,,,
4/23/2011 00:00,CAT,,FEMALE,,,1,8/4/2010 00:00,40222,NO,BODY,4/26/2011 00:00,,,,
4/24/2011 00:00,DOG,,,,,,,40241,YES,BODY,,,,,
4/22/2011 00:00,DOG,GERM SHEPHERD,FEMALE,BLACK,BLK-TAN,1,3/9/2011 00:00,40217,NO,BODY,4/26/2011 00:00,,,,
4/23/2011 00:00,DOG,DACHSHUND,MALE,RED,RED-BRN,3,5/9/2011 00:00,40205,NO,BODY,4/26/2011 00:00,,,,
4/23/2011 00:00,DOG,,,,,,,40215,YES,BODY,4/26/2011 00:00,,,,
4/24/2011 00:00,DOG,ROTTWEILER,MALE,BLACK,BLK-WHT,1,5/5/2011 00:00,40215,NO,BODY,4/26/2011 00:00,,,,
4/24/2011 00:00,DOG,,MALE,BROWN,BRN-BLK,3,12/12/2009 00:00,40241,NO,BODY,4/26/2011 00:00,,,,
4/23/2011 00:00,CAT,,,GRAY,GRAY,,,40217,NO,BODY,4/23/2011 00:00,,,,
4/19/2011 00:00,CAT,,,,,,,40219,NO,BODY,4/19/2011 00:00,,,,
4/23/2011 00:00,CAT,,,,,,,40268,YES,BODY,,,,,
4/24/2011 00:00,CAT,,,,,,,40118,YES,BODY,,,,,
4/23/2011 00:00,DOG,,,,,,,40291,YES,BODY,,,,,
4/22/2011 00:00,DOG,,,TAN,TAN,,,40291,NO,BODY,4/22/2011 00:00,,,,
4/26/2011 00:00,DOG,SHIH TZU,FEMALE,BLACK,BLK-WHITE,1,8/4/2010 00:00,40219,NO,HEAD,4/27/2011 00:00,,,,
4/26/2011 00:00,DOG,MIN PIN,,CHOCOLATE,CHO.-TAN,,,40219,NO,HEAD,4/27/2011 00:00,,,,
4/26/2011 00:00,DOG,,,WHITE,WHT-BRN SP,,,40208,YES,BODY,,,,,
4/20/2011 00:00,DOG,,,,,,,40203,YES,BODY,,,,,
4/25/2011 00:00,DOG,WELSH CORGI,MALE,BROWN,BRN-WHT,,,40212,NO,BODY,4/25/2011 00:00,,,,
4/26/2011 00:00,DOG,,MALE,BLACK,BLK-WHT,,,40215,NO,BODY,4/26/2011 00:00,,,,
4/28/2011 00:00,DOG,PIT BULL,,BROWN,BRN-WHT,,5/3/2010 00:00,40211,NO,BODY,4/28/2011 00:00,,,,
4/28/2011 00:00,DOG,,,,,,,40215,YES,BODY,,,,,
4/28/2011 00:00,DOG,,MALE,WHITE,WHITE,,,40218,YES,BODY,,,,,
5/1/2011 00:00,DOG,,MALE,GOLDEN,GOLDEN,1,2/12/2011 00:00,40241,NO,HEAD,5/2/2011 00:00,,,,
4/29/2011 00:00,DOG,,MALE,YELLOW,YELLOW-TAN,1,10/18/2010 00:00,40059,NO,BODY,5/2/2011 00:00,,,,
4/30/2011 00:00,DOG,PIT BULL,FEMALE,BROWN,BRN-BLK,1,5/16/2011 00:00,40206,YES,BODY,5/2/2011 00:00,,,,
4/30/2011 00:00,DOG,,,,,,,40214,YES,BODY,,,,,
4/30/2011 00:00,DOG,,MALE,BROWN,BROWN,3,10/2/2008 00:00,40213,NO,BODY,5/2/2011 00:00,,,,
4/30/2011 00:00,DOG,,FEMALE,CREAM,CREAM,1,10/23/2010 00:00,40220,NO,BODY,5/2/2011 00:00,,,,
4/29/2011 00:00,DOG,,FEMALE,BLACK,BLK,1,6/8/2011 00:00,40118,YES,BODY,5/6/2011 00:00,,,5/9/2011 00:00,
4/29/2011 00:00,DOG,,MALE,RED,RED,1,5/10/2011 00:00,40215,NO,BODY,5/2/2011 00:00,,,,
4/29/2011 00:00,DOG,LABRADOR RETRIV,MALE,RED,RED,1,2/26/2011 00:00,40272,NO,BODY,5/2/2011 00:00,,,,
4/29/2011 00:00,DOG,,,BLACK,BLK-WHT,,,40210,YES,,,,,,
4/29/2011 00:00,DOG,,,,,,,40213,NO,BODY,4/29/2011 00:00,,,,
4/28/2011 00:00,DOG,YORKSHIRE TERRIER,MALE,BLACK,BLK-GOLD,1,3/12/2011 00:00,40241,NO,BODY,5/2/2011 00:00,,,,
4/30/2011 00:00,DOG,BORDER COLLIE,MALE,BLACK,BLK,,,40215,NO,,4/30/2011 00:00,,,,
4/29/2011 00:00,DOG,GOLD RETRIEVER,MALE,GOLDEN,GOLDEN,1,6/25/2010 00:00,40245,NO,BODY,5/2/2011 00:00,,,,
5/1/2011 00:00,DOG,,MALE,,,,,40272,NO,BODY,5/2/2011 00:00,,,,
5/2/2011 00:00,DOG,POMERANIAN,MALE,TAN,TANISH,1,5/19/2011 00:00,40220,NO,BODY,5/3/2011 00:00,,,,
4/29/2011 00:00,BAT,,,,,,,40203,YES,BODY,,,,,
4/29/2011 00:00,DOG,,,,,,,54568,NO,BODY,5/3/2011 00:00,,,,
4/30/2011 00:00,CAT,,MALE,YELLOW,YELLOW-WHT,,,40216,NO,BODY,5/3/2011 00:00,,,,
5/3/2011 00:00,DOG,,FEMALE,BROWN,BROWNISH C,1,10/5/2010 00:00,40220,YES,BODY,5/10/2011 00:00,,,,
5/3/2011 00:00,DOG,,FEMALE,BROWN,BROWN,1,3/17/2011 00:00,40165,NO,BODY,5/4/2011 00:00,,,,
5/4/2011 00:00,DOG,LABRADOR RETRIV,MALE,YELLOW,YELLOW,3,5/16/2011 00:00,40205,NO,BODY,5/5/2011 00:00,,,,
5/4/2011 00:00,DOG,GERM SHEPHERD,MALE,TAN,TAN-BLK,,,40207,YES,BODY,,,,,
5/4/2011 00:00,CAT,,MALE,GRAY,GRAY TABBY,1,10/8/2010 00:00,40243,NO,BODY,5/5/2011 00:00,,,,
5/3/2011 00:00,DOG,SHIH TZU,MALE,WHITE,WHT-BLK,1,8/10/2010 00:00,40218,NO,HEAD,5/6/2011 00:00,,,,
5/5/2011 00:00,DOG,BULL DOG,FEMALE,BROWN,BRN-WHT,1,4/14/2011 00:00,40216,NO,BODY,5/6/2011 00:00,,,,
5/7/2011 00:00,DOG,,,,,,,40223,,HEAD,,,,,
,CAT,,,,,,,,,,,,,,
5/7/2011 00:00,DOG,,FEMALE,BLACK,BLK,,,40211,NO,BODY,5/10/2011 00:00,,,,
5/8/2011 00:00,DOG,,,,,,,40207,NO,BODY,5/10/2011 00:00,,,,
5/5/2011 00:00,DOG,,,,,,,40214,YES,BODY,,,,,
5/5/2011 00:00,DOG,,MALE,,,3,7/2/2009 00:00,40222,YES,BODY,5/12/2011 00:00,,,,
5/7/2011 00:00,DOG,,,,,,,40299,YES,BODY,,,,,
5/9/2011 00:00,CAT,,FEMALE,BLACK,BLACK,1,12/14/2010 00:00,40245,NO,BODY,5/10/2011 00:00,,,,
5/8/2011 00:00,CAT,,MALE,WHITE,WHITE-BLK,,,40272,NO,BODY,5/10/2011 00:00,,,,
,BAT,,,,,,,,,,,,,,
5/10/2011 00:00,DOG,,FEMALE,TAN,TAN,3,7/1/2009 00:00,40245,NO,HEAD,5/11/2011 00:00,,,,
5/9/2011 00:00,DOG,,,,,,,40220,NO,BODY,5/11/2011 00:00,,,,
5/10/2011 00:00,CAT,,MALE,,,1,4/1/2011 00:00,40214,NO,BODY,5/12/2011 00:00,,,,
5/12/2011 00:00,CAT,,,,,,,40204,YES,BODY,,,,,
5/11/2011 00:00,DOG,PIT BULL,MALE,GRAY,GREY,1,9/11/2010 00:00,40205,YES,BODY,5/12/2011 00:00,,,,
5/11/2011 00:00,DOG,BOXER,MALE,TAN,TAN,,,40014,NO,BODY,5/12/2011 00:00,,,,
5/11/2011 00:00,DOG,,FEMALE,BROWN,LT. BRN,,,40202,NO,BODY,5/12/2011 00:00,,,,
5/12/2011 00:00,DOG,,,,,,,40272,YES,BODY,,,,,
5/10/2011 00:00,DOG,,,,,,,40212,NO,BODY,5/13/2011 00:00,,,,
5/11/2011 00:00,CAT,,,,,,,40210,NO,BODY,5/11/2011 00:00,,,,
4/28/2011 00:00,DOG,BOXER,,BROWN,BRN-WHT,,,40219,YES,BODY,,,,,
5/11/2011 00:00,DOG,MASTIF,MALE,BRINDLE,BL-BRINDLE,1,5/13/2011 00:00,40218,NO,BODY,5/13/2011 00:00,,,,
5/12/2011 00:00,DOG,,MALE,BLACK,BLK-BRN,1,7/30/2010 00:00,40218,NO,BODY,5/13/2011 00:00,RELEASED,,,
5/6/2011 00:00,DOG,GERM SHEPHERD,MALE,GRAY,GRAY-BLUE,1,5/17/2011 00:00,40272,NO,BODY,5/13/2011 00:00,,,,
5/15/2011 00:00,DOG,,MALE,TRICOLOR,TRI,1,2/9/2011 00:00,40214,NO,,5/16/2011 00:00,,,,
5/15/2011 00:00,DOG,COCKER SPAINEL,FEMALE,BLACK,BLACK,1,5/14/2011 00:00,40291,NO,BODY,5/16/2011 00:00,,,,
5/14/2011 00:00,DOG,MASTIF,FEMALE,TAN,TAN,3,5/28/2011 00:00,40291,NO,BODY,5/16/2011 00:00,,,,
5/14/2011 00:00,DOG,,,,,,,40272,YES,BODY,,,,,
5/17/2011 00:00,DOG,CHICHAUHUA,MALE,WHITE,WHT-BRN,1,5/23/2011 00:00,40229,NO,HEAD,5/18/2011 00:00,,,,
5/16/2011 00:00,DOG,,MALE,WHITE,WHITE,,,40218,NO,BODY,5/18/2011 00:00,,,5/26/2011 00:00,
5/16/2011 00:00,CAT,,MALE,GRAY,GREY,1,6/11/2011 00:00,40228,NO,BODY,5/17/2011 00:00,,,6/14/2011 00:00,
5/13/2011 00:00,CAT,,,WHITE,WHT-BLK,,,40210,NO,BODY,5/13/2011 00:00,,,,
5/14/2011 00:00,DOG,,,BLACK,BLK-BROWN,,,40272,NO,BODY,5/18/2011 00:00,,,,
5/16/2011 00:00,DOG,,MALE,BLACK,BLK-WHT,1,5/26/2011 00:00,40219,NO,BODY,5/18/2011 00:00,,,5/26/2011 00:00,
5/18/2011 00:00,DOG,,MALE,TRICOLOR,TRI,1,6/13/2011 00:00,40241,NO,HEAD,5/19/2011 00:00,,,6/14/2011 00:00,
5/18/2011 00:00,DOG,SCHNAUZER,FEMALE,BLACK,BLACK,3,10/19/2009 00:00,40206,NO,HEAD,5/19/2011 00:00,,,,
5/18/2011 00:00,DOG,,,,,,,40214,YES,BODY,,,,,
5/19/2011 00:00,DOG,OTHER,MALE,BLACK,BLK-WHT,1,12/2/2010 00:00,40216,YES,BODY,5/23/2011 00:00,,,,
5/19/2011 00:00,DOG,PIT BULL,,BLACK,BLACK-WHT,,11/29/2008 00:00,40214,YES,BODY,5/19/2011 00:00,,,,
5/19/2011 00:00,CAT,,MALE,BLACK,BLACK,1,6/25/2011 00:00,40245,NO,BODY,5/20/2011 00:00,,,6/2/2011 00:00,
5/19/2011 00:00,DOG,,,WHITE,WHITE-BRN,,,40219,NO,BODY,5/20/2011 00:00,,,,
5/18/2011 00:00,RACCOON,,,,,,,40207,YES,BODY,,,,,
5/19/2011 00:00,DOG,,MALE,BLACK,BLK-WHT,1,8/2/2010 00:00,40242,NO,BODY,5/20/2011 00:00,,,,
5/20/2011 00:00,DOG,COCKER SPAINEL,MALE,BLONDE,BLONDE,1,2/21/2011 00:00,40229,NO,HEAD,5/23/2011 00:00,,,,
5/21/2011 00:00,DOG,PIT BULL,MALE,TAN,TAN-WHT,,,40219,NO,HEAD,5/23/2011 00:00,,,5/31/2011 00:00,
5/20/2011 00:00,DOG,BORDER COLLIE,MALE,BLACK,BLK-WHT,,,40291,NO,BODY,5/20/2011 00:00,,,,
5/22/2011 00:00,DOG,GERM SHEPHERD,,BLACK,BLK-TAN,,4/13/2010 00:00,40210,,BODY,5/22/2011 00:00,,,,
5/21/2011 00:00,DOG,,MALE,BROWN,BROWN-WHT,1,12/22/2010 00:00,40212,NO,BODY,5/23/2011 00:00,,,,
,DOG,,,,,,,40272,NO,,5/20/2011 00:00,,,,
5/20/2011 00:00,DOG,,MALE,BROWN,BRN-BLK,1,,40222,NO,BODY,5/23/2011 00:00,,,,
5/20/2011 00:00,DOG,WEIMARANER,MALE,GRAY,GRAY,1,5/20/2011 00:00,40205,NO,BODY,5/23/2011 00:00,,,,
5/20/2011 00:00,DOG,,,BROWN,BRN-BLK,,,40204,NO,BODY,5/23/2011 00:00,,,,
5/20/2011 00:00,DOG,,,,,,,40208,NO,BODY,5/23/2011 00:00,,,,
5/22/2011 00:00,DOG,LABRADOR RETRIV,MALE,BLACK,BLACK,,,40219,NO,BODY,5/22/2011 00:00,,,,
5/21/2011 00:00,DOG,ROTTWEILER,FEMALE,,,,,40212,NO,BODY,5/23/2011 00:00,,,,
5/21/2011 00:00,DOG,,MALE,TRICOLOR,TRI,1,7/27/2010 00:00,40204,NO,BODY,5/23/2011 00:00,,,,
5/24/2011 00:00,DOG,DACHSHUND,MALE,BLACK,BLACK,3,6/10/2011 00:00,40241,NO,HEAD,5/24/2011 00:00,,,6/10/2011 00:00,
5/24/2011 00:00,DOG,GERM SHEPHERD,MALE,WHITE,WHITE,1,6/5/2011 00:00,40207,NO,BODY,5/25/2011 00:00,,,,
5/24/2011 00:00,DOG,,,,,,,40272,NO,BODY,5/25/2011 00:00,,,,
5/24/2011 00:00,DOG,OTHER,MALE,BLACK,BLACK,1,7/8/2010 00:00,40207,NO,BODY,5/24/2011 00:00,,,,
5/23/2011 00:00,DOG,SIBERAN HUSKY,MALE,WHITE,WHITE,3,6/7/2011 00:00,40208,NO,BODY,5/25/2011 00:00,,,6/2/2011 00:00,
5/19/2011 00:00,DOG,AM BULLDOG,MALE,WHITE,WHT-BRN,1,6/8/2011 00:00,40219,NO,BODY,5/25/2011 00:00,,,6/2/2011 00:00,
5/23/2011 00:00,DOG,,MALE,TAN,TAN,1,6/6/2011 00:00,40218,NO,BODY,5/25/2011 00:00,,,,
5/24/2011 00:00,CAT,,FEMALE,CALICO,CALICO-ORG,,,40215,NO,BODY,5/24/2011 00:00,,,,
5/26/2011 00:00,DOG,,MALE,BLACK,BLK-TAN,1,12/16/2010 00:00,40228,NO,BODY,5/26/2011 00:00,,,,
5/26/2011 00:00,DOG,BOXER,,,,,,40214,YES,HEAD,,,,,
5/27/2011 00:00,DOG,,MALE,BLACK,BLK-BRN,1,10/28/2010 00:00,40205,NO,BODY,5/27/2011 00:00,,,,
5/24/2011 00:00,CAT,,,,,,,40272,NO,BODY,5/27/2011 00:00,,,,
5/26/2011 00:00,CAT,,,,,,,40215,YES,,,,,,
5/27/2011 00:00,CAT,,MALE,BLACK,BLK,,,40299,NO,BODY,5/27/2011 00:00,,,,
5/27/2011 00:00,DOG,OTHER,MALE,BLACK,BLK-WHT,,,40272,NO,HEAD,5/31/2011 00:00,,,6/6/2011 00:00,
5/30/2011 00:00,DOG,,MALE,RED,RED,1,10/5/2010 00:00,40207,NO,BODY,6/1/2011 00:00,,,6/13/2011 00:00,
5/28/2011 00:00,DOG,GOLD RETRIEVER,MALE,RED,RED,1,10/15/2010 00:00,40207,NO,BODY,6/1/2011 00:00,,,,
5/28/2011 00:00,DOG,,,WHITE,WHITE-BLK,,,40291,NO,BODY,6/1/2011 00:00,,,,
5/30/2011 00:00,CAT,,,,,,,40204,YES,BODY,,,,,
5/29/2011 00:00,DOG,,MALE,BROWN,BROWN-WHT,,,40218,YES,BODY,,,,,
5/29/2011 00:00,DOG,,MALE,,,,,40206,NO,BODY,6/1/2011 00:00,,,,
5/29/2011 00:00,DOG,GERM SHEPHERD,MALE,BLACK,BLACK,3,2/26/2011 00:00,40299,NO,BODY,6/1/2011 00:00,,,6/13/2011 00:00,
,DOG,,,,,,,,NO,,6/1/2011 00:00,,,,
5/27/2011 00:00,DOG,BOXER,MALE,RED,RED-WHT,3,10/3/2008 00:00,40033,NO,BODY,6/1/2011 00:00,,,6/6/2011 00:00,
5/28/2011 00:00,DOG,,MALE,WHITE,WHT-BLK,,6/17/2011 00:00,42765,NO,BODY,5/28/2011 00:00,,,,
5/28/2011 00:00,DOG,CHICHAUHUA,FEMALE,TAN,TAN,,,40205,NO,BODY,6/1/2011 00:00,,,6/7/2011 00:00,
5/29/2011 00:00,DOG,PIT BULL,MALE,TAN,TAN-WHT,1,3/29/2011 00:00,40219,NO,BODY,6/1/2011 00:00,,,,
5/27/2011 00:00,DOG,,MALE,TRICOLOR,TRI,1,4/7/2011 00:00,47166,NO,BODY,6/1/2011 00:00,,,,
5/24/2011 00:00,DOG,,MALE,TRICOLOR,TRI,1,6/9/2011 00:00,40220,NO,BODY,6/1/2011 00:00,,,6/3/2011 00:00,
5/30/2011 00:00,DOG,,FEMALE,BROWN,BRN-WHT,1,8/30/2010 00:00,40205,NO,BODY,6/1/2011 00:00,,,6/9/2011 00:00,
5/30/2011 00:00,DOG,,,,,,,40229,YES,BODY,,,,,
6/1/2011 00:00,DOG,BOXER,,,,,,40229,YES,BODY,,,,,
5/20/2011 00:00,DOG,PIT BULL,FEMALE,TAN,TAN,1,7/6/2011 00:00,40211,NO,BODY,6/1/2011 00:00,,,,
6/1/2011 00:00,DOG,LABRADOR RETRIV,MALE,BLACK,BLACK,,,42718,NO,HEAD,6/2/2011 00:00,,,,
6/2/2011 00:00,DOG,CHICHAUHUA,MALE,CHOCOLATE,CHOCOLATE,1,6/6/2011 00:00,40272,NO,BODY,6/2/2011 00:00,,,6/13/2011 00:00,
6/2/2011 00:00,DOG,DACHSHUND,MALE,BROWN,BROWN,1,9/21/2010 00:00,40245,NO,HEAD,6/3/2011 00:00,,,6/13/2011 00:00,
6/1/2011 00:00,DOG,CHICHAUHUA,MALE,BLACK,BLK-TAN,,,40204,,BODY,6/1/2011 00:00,,,,
5/28/2011 00:00,DOG,,MALE,BLACK,BLK-WHT,1,4/25/2011 00:00,45331,NO,BODY,6/2/2011 00:00,,,,
6/2/2011 00:00,DOG,,,,,,,40243,YES,BODY,,,,,
6/2/2011 00:00,DOG,,,,,,,40213,YES,BODY,,,,,
5/31/2011 00:00,DOG,,FEMALE,BLACK,BLK-WHT,1,6/7/2011 00:00,40220,NO,BODY,6/3/2011 00:00,,,6/13/2011 00:00,
5/30/2011 00:00,CAT,,FEMALE,,,,,40258,NO,BODY,5/30/2011 00:00,,,,
6/4/2011 00:00,DOG,PIT BULL,UNKNOWN,BLACK,BLACK/WHIT,,,40203,YES,HEAD,6/6/2011 00:00,,,6/10/2011 00:00,
6/4/2011 00:00,DOG,,FEMALE,BLACK,BLACK,1,6/29/2011 00:00,40165,NO,HEAD,6/6/2011 00:00,,,,
6/4/2011 00:00,DOG,PIT BULL,FEMALE,BLACK,BLACK & WH,1,11/16/2011 00:00,40212,NO,BODY,6/7/2011 00:00,,,6/14/2011 00:00,
6/6/2011 00:00,DOG,BOXER,MALE,,,,,40215,,BODY,,,,,
6/7/2011 00:00,DOG,BOXER,MALE,BRINDLE,BRINDLE-WH,1,,40215,NO,HEAD,6/8/2011 00:00,,,,
5/28/2011 00:00,DOG,AMER. BULL DOG,FEMALE,WHITE,WHT-BRN,3,8/31/2009 00:00,40037,NO,BODY,6/8/2011 00:00,,,6/10/2011 00:00,
6/5/2011 00:00,CAT,,MALE,GRAY,GRAY-WHT,,,40214,NO,BODY,6/5/2011 00:00,,,,
6/8/2011 00:00,DOG,PIT BULL,MALE,TAN,TAN-WHT,1,8/28/2010 00:00,40212,NO,BODY,6/9/2011 00:00,,,,
6/7/2011 00:00,DOG,BOXER,FEMALE,BROWN,BRN-WHITE,3,5/6/2011 00:00,40223,NO,HEAD,6/9/2011 00:00,,,6/17/2011 00:00,
,DOG,,MALE,,,,,40272,NO,HEAD,6/9/2011 00:00,,,,
6/5/2011 00:00,CAT,,FEMALE,GRAY,GRAY-BLK,1,2/14/2011 00:00,,NO,BODY,6/9/2011 00:00,,,6/15/2011 00:00,
6/5/2011 00:00,DOG,BOXER,FEMALE,BRINDLE,BRINDLE,,,40272,NO,BODY,6/9/2011 00:00,,,6/5/2011 00:00,
6/4/2011 00:00,CAT,,FEMALE,GRAY,GRAY,,,40211,NO,BODY,6/4/2011 00:00,,,,
6/4/2011 00:00,DOG,,MALE,WHITE,WHITE-TAN,1,6/17/2011 00:00,40229,NO,BODY,6/9/2011 00:00,,,6/15/2011 00:00,
6/8/2011 00:00,DOG,,MALE,BLUE,BLUE MERLE,1,10/30/2010 00:00,40031,NO,BODY,6/10/2011 00:00,,,6/20/2011 00:00,
6/10/2011 00:00,DOG,,MALE,TAN,TAN,1,4/5/2011 00:00,40211,NO,BODY,6/10/2011 00:00,,,6/21/2011 00:00,
6/10/2011 00:00,DOG,SAMOYED,MALE,WHITE,WHITE,1,2/7/2011 00:00,40241,NO,BODY,6/10/2011 00:00,,,6/20/2011 00:00,
6/10/2011 00:00,DOG,,FEMALE,BLACK,BLK-WHT,1,6/6/2011 00:00,40215,NO,BODY,6/10/2011 00:00,,,6/20/2011 00:00,
6/12/2011 00:00,DOG,,MALE,YELLOW,YELLOW,,,40207,,HEAD,,,,,
6/12/2011 00:00,DOG,BORDER COLLIE,FEMALE,BLACK,BLACK-WHT,3,7/29/2010 00:00,29455,NO,HEAD,6/13/2011 00:00,,,,
6/13/2011 00:00,DOG,,MALE,BROWN,BROWN-WHT,,,40241,NO,BODY,6/13/2011 00:00,,,,
6/2/2011 00:00,DOG,GERM SHEPHERD,MALE,BROWN,BRN-BLK,1,3/18/2011 00:00,40291,NO,BODY,6/13/2011 00:00,,,6/20/2011 00:00,
6/12/2011 00:00,DOG,PIT BULL,,TAN,TAN,,3/4/2010 00:00,40214,YES,BODY,6/14/2011 00:00,,,,
6/10/2011 00:00,DOG,CHICHAUHUA,,TAN,TAN,,5/27/2010 00:00,40217,NO,BODY,6/13/2011 00:00,,,6/20/2011 00:00,
6/12/2011 00:00,DOG,,MALE,BROWN,BROWN,1,11/11/2010 00:00,95831,NO,BODY,6/13/2011 00:00,,,6/22/2011 00:00,
6/11/2011 00:00,CAT,,MALE,GRAY,GRAY,,,40205,NO,BODY,6/13/2011 00:00,,,6/21/2011 00:00,
6/12/2011 00:00,DOG,,,,,,,40065,NO,BODY,6/13/2011 00:00,,,,
6/11/2011 00:00,DOG,,,,,,,40210,YES,BODY,,,,,
6/13/2011 00:00,DOG,PIT BULL,,BROWN,BROWN-WHT,,,40203,YES,BODY,,,,,
6/5/2011 00:00,DOG,LABRADOR RETRIV,MALE,BROWN,BROWN,1,6/26/2010 00:00,40299,NO,BODY,6/14/2011 00:00,,,6/15/2011 00:00,
6/11/2011 00:00,DOG,PIT BULL,MALE,GRAY,GRAY-WHITE,1,9/11/2010 00:00,40204,NO,BODY,6/14/2011 00:00,,,6/22/2011 00:00,
6/11/2011 00:00,CAT,,,WHITE,WHITE,,,40229,NO,BODY,6/11/2011 00:00,,,,
6/6/2011 00:00,DOG,BOXER,MALE,BROWN,BROWN,,6/1/2010 00:00,40215,NO,BODY,6/6/2011 00:00,,,,
6/13/2011 00:00,DOG,,,,,,,40215,YES,BODY,,,,,
6/13/2011 00:00,DOG,,,BLACK,BLACK,1,6/24/2011 00:00,40218,NO,BODY,6/13/2011 00:00,,,,
6/14/2011 00:00,DOG,,MALE,BLACK,BLK,,,40165,NO,BODY,6/15/2011 00:00,,,,
6/14/2011 00:00,CAT,,,,,,,40204,NO,BODY,6/15/2011 00:00,,,,
6/14/2011 00:00,DOG,,,,,,,40220,NO,BODY,6/15/2011 00:00,,,,
4/15/2011 00:00,DOG,MALTASE,MALE,WHITE,WHITE,3,6/29/2011 00:00,40245,NO,BODY,6/16/2011 00:00,,,,
6/15/2011 00:00,DOG,,,,,,,40245,NO,BODY,6/16/2011 00:00,,,6/28/2011 00:00,
6/14/2011 00:00,DOG,,,TAN,TAN-WHITE,,5/23/2011 00:00,40214,NO,BODY,6/14/2011 00:00,,,,
6/13/2011 00:00,CAT,,,GRAY,GRAY,,,40216,NO,BODY,6/13/2011 00:00,,,,
6/16/2011 00:00,DOG,LABRADOR RETRIV,MALE,BROWN,BROWN,1,5/9/2011 00:00,40291,NO,BODY,6/17/2011 00:00,,,,
6/20/2011 00:00,DOG,,,,,,,40142,NO,HEAD,6/20/2011 00:00,,,,
6/17/2011 00:00,DOG,AKITA,MALE,BLACK,BLK-WHT,,,40211,NO,BODY,6/20/2011 00:00,RELEASED,,,
6/14/2011 00:00,DOG,PIT BULL,,BROWN,BROWN-WHT,,3/16/2011 00:00,40207,NO,BODY,6/14/2011 00:00,,,,
6/15/2011 00:00,DOG,MALTASE,FEMALE,WHITE,WHITE,1,6/15/2011 00:00,40214,NO,BODY,6/20/2011 00:00,,,,
6/18/2011 00:00,RACCOON,,,,,,,40218,YES,BODY,,,,,
6/19/2011 00:00,DOG,PIT BULL,FEMALE,BLACK,BLK-WHITE,1,3/7/2011 00:00,40211,YES,BODY,,,,6/29/2011 00:00,
6/18/2011 00:00,DOG,SHELTIE,MALE,TRICOLOR,TRI,1,8/9/2010 00:00,40217,NO,BODY,6/20/2011 00:00,,,6/28/2011 00:00,
6/17/2011 00:00,CAT,,,,,,,40203,YES,BODY,,,,,
6/19/2011 00:00,DOG,,MALE,BLACK,BLK-WHT,1,4/3/2011 00:00,40220,NO,BODY,6/20/2011 00:00,,,,
6/19/2011 00:00,DOG,,,,,,,40004,NO,HEAD,6/21/2011 00:00,,,,
6/19/2011 00:00,DOG,,MALE,BLACK,BLK-WHITE,3,4/30/2011 00:00,40222,NO,BODY,6/21/2011 00:00,,,,
6/20/2011 00:00,DOG,,MALE,WHITE,WHITE,1,11/1/2010 00:00,40245,NO,BODY,6/21/2011 00:00,,,,
6/20/2011 00:00,DOG,,MALE,RED,RED-BLONDE,1,8/23/2010 00:00,40272,NO,BODY,6/21/2011 00:00,,,,
6/20/2011 00:00,DOG,SHIH TZU,FEMALE,WHITE,WHITE,,,40214,NO,BODY,6/21/2011 00:00,,,,
6/17/2011 00:00,DOG,,MALE,TAN,TAN-WHITE,,,40205,NO,BODY,6/21/2011 00:00,,,6/27/2011 00:00,
